Name,Query,TransfermarktId
Francesco Acerbi,francesco-acerbi,131075
Carlos Carmona,carlos-carmona,76387
Gianluigi Donnarumma,gianluigi-donnarumma,315858
Alberto Gilardino,alberto-gilardino,5878
Arjen Robben,arjen-robben,4360
Andrea Pirlo,andrea-pirlo,5817
Jonathan Williams,jonathan-williams,555493
Luke Shaw,luke-shaw,183288
Camilo Mayada,camilo-mayada,130197
Mossoró,mossoro,56770
Wilson Eduardo,wilson-eduardo,60799
Gonçalo Guedes,goncalo-guedes,225122
Ashley Young,ashley-young,14086
Harry Arter,harry-arter,55742
Víctor Rodríguez,victor-rodriguez,129753
Mubarak Wakaso,mubarak-wakaso,45639
Dieumerci Mbokani,dieumerci-mbokani,44624
Djavan,djavan,291981
Troy Deeney,troy-deeney,65477
Mathieu Dossevi,mathieu-dossevi,77828
Aïssa Mandi,aissa-mandi,80293
Edwin Cardona,edwin-cardona,119342
Adriano,adriano,34495
Federico Ricca,federico-ricca,285322
Marcel Heller,marcel-heller,32207
Silvio Romero,silvio-romero,88082
Djalma,djalma,51191
Amadou Diawara,amadou-diawara,355501
Fedor Smolov,fedor-smolov,50355
Miguel Flaño,miguel-flano,35600
Lucas Torreira,lucas-torreira,318077
Claiton,claiton,52996
Alban Lafont,alban-lafont,357117
Wilfried Bony,wilfried-bony,81808
Frédéric Guilbert,frederic-guilbert,354352
Moses Simon,moses-simon,274862
Jesús Gámez,jesus-gamez,29055
Laguardia,laguardia,309973
Sergio Romero,sergio-romero,30690
Clinton Mata,clinton-mata,187718
Oriol Riera,oriol-riera,71671
Cyril Théréau,cyril-thereau,29316
Valère Germain,valere-germain,60540
Hanno Behrens,hanno-behrens,57091
Léo Bonatini,leo-bonatini,181781
Christian Träsch,christian-trasch,38440
Jordi Amat,jordi-amat,85289
Balázs Dzsudzsák,balazs-dzsudzsak,35004
Max Gradel,max-gradel,28140
Kieran Trippier,kieran-trippier,95810
Juanfran,juanfran,7542
Ismaily,ismaily,124028
André Ayew,andre-ayew,45403
Javi Fuego,javi-fuego,56134
Jan Vertonghen,jan-vertonghen,43250
Joao Plata,joao-plata,179319
Sebastián Pérez,sebastian-perez,1262277
Lucas Orbán,lucas-orban,110309
Marafona,marafona,56005
Alan Dzagoev,alan-dzagoev,69683
Anderson Esiti,anderson-esiti,245027
Nana Asare,nana-asare,18759
Jérémy Ménez,jeremy-menez,16993
Theo Walcott,theo-walcott,33713
Timo Werner,timo-werner,170527
Martin Braithwaite,martin-braithwaite,95732
Esteban Pavez,esteban-pavez,131233
Clint Dempsey,clint-dempsey,27577
Leroy Sané,leroy-sane,192565
Adil Rami,adil-rami,51118
Giancarlo González,giancarlo-gonzalez,111893
Sardar Azmoun,sardar-azmoun,180337
Isaac Success,isaac-success,295331
Pablo Batalla,pablo-batalla,26432
Ricardo Jérez,ricardo-jerez,75712
Samuel Eto'o,samuel-etoo,4257
Boschilia,boschilia,288496
Javier Mascherano,javier-mascherano,19981
Remo Freuler,remo-freuler,148252
Aaron Cresswell,aaron-cresswell,92571
Tom Lees,tom-lees,121333
Tsukasa Shiotani,tsukasa-shiotani,177521
Ishak Belfodil,ishak-belfodil,111039
Ivo Pinto,ivo-pinto,82281
Eduardo,eduardo,34159
Jimmy Briand,jimmy-briand,18909
Diego Llorente,diego-llorente,246291
Ravel Morrison,ravel-morrison,128907
Davide Zappacosta,davide-zappacosta,173859
Chema Rodríguez,chema-rodriguez,248330
Thomas Touré,thomas-toure,187392
Luc Castaignos,luc-castaignos,91915
Guillermo Celis,guillermo-celis,255944
Alban Meha,alban-meha,28252
Steve Cook,steve-cook,90836
Andy Carroll,andy-carroll,48066
Aatif Chahechouhe,aatif-chahechouhe,73480
Saido Berahino,saido-berahino,128897
Davy Pröpper,davy-propper,79027
Héctor Herrera,hector-herrera,122043
John Terry,john-terry,3160
Davide Santon,davide-santon,84344
Nicolás Vikonis,nicolas-vikonis,74378
Marco Benassi,marco-benassi,201040
Marouane Fellaini,marouane-fellaini,39679
Nolito,nolito,70934
Thomas Foket,thomas-foket,215114
Aymen Abdennour,aymen-abdennour,108830
Andros Townsend,andros-townsend,61842
Manuel Pucciarelli,manuel-pucciarelli,163683
Ignacio Fernández,ignacio-fernandez,1102498
Callum Wilson,callum-wilson,123682
Naldo,naldo,32213
Bernardo Silva,bernardo-silva,241641
Christophe Kerbrat,christophe-kerbrat,138049
Roberto Rosales,roberto-rosales,49500
Julian Weigl,julian-weigl,196792
Taison,taison,76028
Gerso,gerso,197157
Mirko Valdifiori,mirko-valdifiori,84903
Kevin Volland,kevin-volland,82009
Daniel Didavi,daniel-didavi,57995
Hernán Hechalar,hernan-hechalar,76151
Ramon Motta,ramon-motta,55270
Nicolás Blandi,nicolas-blandi,153022
José Callejón,jose-callejon,61253
Liam Moore,liam-moore,128906
Alejandro Domínguez,alejandro-dominguez,18958
Leroy Fer,leroy-fer,63342
Nahuel Guzmán,nahuel-guzman,87859
Emanuel Mammana,emanuel-mammana,275512
Ádám Nagy,adam-nagy,368559
Patrice Evra,patrice-evra,5285
Ismaël Traoré,ismael-traore,57216
Mathew Ryan,mathew-ryan,128969
Erik Durm,erik-durm,93922
Musa Çağıran,musa-cagiran,90959
Kendall Waston,kendall-waston,195540
Alessio Romagnoli,alessio-romagnoli,197747
Geoff Cameron,geoff-cameron,31642
Gabriel Paletta,gabriel-paletta,30767
Jorge Broun,jorge-broun,55150
Adrián Ramos,adrian-ramos,73782
Rogelio Funes Mori,rogelio-funes-mori,135082
Damien Da Silva,damien-da-silva,57370
Salih Uçan,salih-ucan,170838
Jefferson Cuero,jefferson-cuero,143721
Antonio Valencia,antonio-valencia,33544
Marco Russ,marco-russ,16520
Håvard Nordtveit,havard-nordtveit,42234
Dominik Kaiser,dominik-kaiser,52200
Paul Aguilar,paul-aguilar,52606
Ricardo Rodríguez,ricardo-rodriguez,86784
Kevin Vogt,kevin-vogt,84435
Eric Botteghin,eric-botteghin,56601
Deivid,deivid,6800
Charles Aránguiz,charles-aranguiz,89701
Dani Pacheco,dani-pacheco,28285
Alexander Meier,alexander-meier,1565
Paulo Dybala,paulo-dybala,206050
Jordan Veretout,jordan-veretout,164771
Viktor Claesson,viktor-claesson,116598
Serdar Gürler,serdar-gurler,98512
Stefano Denswil,stefano-denswil,182923
Dayro Moreno,dayro-moreno,42457
Max Meyer,max-meyer,146164
Fabian Delph,fabian-delph,50362
Roberto Hilbert,roberto-hilbert,3256
Alexander Baumjohann,alexander-baumjohann,16474
Héldon,heldon,90660
Marcelo Barovero,marcelo-barovero,55142
Bryan Dabo,bryan-dabo,149446
Issa Diop,issa-diop,272622
Héctor Bellerín,hector-bellerin,191217
José Cuadrado,jose-cuadrado,74057
Andreas Pereira,andreas-pereira,203394
Emiliano Velázquez,emiliano-velazquez,189458
Andrea Masiello,andrea-masiello,34198
Tobias Strobl,tobias-strobl,57845
Pedro Mendes,pedro-mendes,9811
Manuel Neuer,manuel-neuer,17259
Rodrigo De Paul,rodrigo-de-paul,255901
Ángel Di María,angel-di-maria,45320
İsmail Köybaşı,ismail-koybasi,74641
Casimir Ninga,casimir-ninga,392810
Carl Jenkinson,carl-jenkinson,126321
Ivan Novoseltsev,ivan-novoseltsev,231873
Mattia De Sciglio,mattia-de-sciglio,88682
Darren Fletcher,darren-fletcher,3547
Teófilo Gutiérrez,teofilo-gutierrez,77066
Mevlüt Erdinç,mevlut-erdinc,38360
Sergio Ramos,sergio-ramos,25557
Fegor Ogude,fegor-ogude,164487
Borja Bastón,borja-baston,85324
Sergio Agüero,sergio-aguero,26399
Niko Bungert,niko-bungert,30070
Joel Campbell,joel-campbell,131248
Emmanuel Emenike,emmanuel-emenike,120630
Christian Marrugo,christian-marrugo,77212
Zouhair Feddal,zouhair-feddal,129386
Sergey Ryzhikov,sergey-ryzhikov,25035
Domenico Criscito,domenico-criscito,44136
Steven Pienaar,steven-pienaar,4321
Danny Ings,danny-ings,134294
Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,58864
Mathías Corujo,mathias-corujo,76802
Oliver Sorg,oliver-sorg,55114
Nico Elvedi,nico-elvedi,192635
Olivier Boumal,olivier-boumal,93670
Amin Younes,amin-younes,96167
Diego Benaglio,diego-benaglio,1667
Charlie Taylor,charlie-taylor,195633
George Lebese,george-lebese,109902
James Rodríguez,james-rodriguez,88103
Giulio Donati,giulio-donati,88684
Hlompho Kekana,hlompho-kekana,108595
Levin Öztunali,levin-oztunali,168543
Sergi Gómez,sergi-gomez,92947
Ahmed Musa,ahmed-musa,168337
Ádám Szalai,adam-szalai,39106
Hirving Lozano,hirving-lozano,316889
Franco Mussis,franco-mussis,74821
Marco van Ginkel,marco-van-ginkel,147034
André-Pierre Gignac,andre-pierre-gignac,43907
Marvin Zeegelaar,marvin-zeegelaar,92899
Artur Boruc,artur-boruc,15220
Hugo Rodallega,hugo-rodallega,37934
Andrés Pérez,andres-perez,1100591
Yannis Salibur,yannis-salibur,79893
Ismael Sosa,ismael-sosa,45327
Julian Korb,julian-korb,77809
Aron Jóhannsson,aron-johannsson,119169
Lisandro López,lisandro-lopez,27661
Konstantin Rausch,konstantin-rausch,45668
Thomas Partey,thomas-partey,230784
Stéphane Sessègnon,stephane-sessegnon,37157
Divock Origi,divock-origi,148368
Carlos Lizarazo,carlos-lizarazo,119975
Mariano Izco,mariano-izco,30853
Gelson Martins,gelson-martins,257448
Giorgio Chiellini,giorgio-chiellini,29260
Morgan Amalfitano,morgan-amalfitano,39883
Maxi Moralez,maxi-moralez,30687
Alberto Paloschi,alberto-paloschi,68306
Thomas Kraft,thomas-kraft,39732
Lisandro López,lisandro-lopez,27661
Juan Cuadrado,juan-cuadrado,91970
Cheikhou Kouyaté,cheikhou-kouyate,66934
Marcelo Larrondo,marcelo-larrondo,87463
Marcos Llorente,marcos-llorente,282411
Camillo Ciano,camillo-ciano,61511
Nicolas Isimat-Mirin,nicolas-isimat-mirin,147846
Cesc Fàbregas,cesc-fabregas,8806
Zakaria Labyad,zakaria-labyad,123349
Sylvain Armand,sylvain-armand,3525
Luca Rossettini,luca-rossettini,60128
Thiago Silva,thiago-silva,29241
Pavel Mamaev,pavel-mamaev,38802
Jan Oblak,jan-oblak,121483
Abdoulay Diaby,abdoulay-diaby,148396
Gerard Moreno,gerard-moreno,177467
Matz Sels,matz-sels,127202
Nicolas Maurice-Belay,nicolas-maurice-belay,16591
Nick Rimando,nick-rimando,39434
Guillermo Ochoa,guillermo-ochoa,29559
Manuel Fernandes,manuel-fernandes,16791
Julien Féret,julien-feret,28328
Allan Nyom,allan-nyom,111508
Knowledge Musona,knowledge-musona,120785
Pau López,pau-lopez,286415
Elías Hernández,elias-hernandez,71433
Aythami Artiles,aythami-artiles,44735
Granit Xhaka,granit-xhaka,111455
Bruno Alves,bruno-alves,13121
Luis Suárez,luis-suarez,44352
Cheikh M'Bengue,cheikh-mbengue,56795
Jordan Pickford,jordan-pickford,130164
Salif Sané,salif-sane,126534
François Kamano,francois-kamano,333802
Mesut Özil,mesut-ozil,35664
Emerson,emerson,181778
Massimo Maccarone,massimo-maccarone,3713
Wayne Routledge,wayne-routledge,14066
Gabriel Mercado,gabriel-mercado,45319
Adalberto Peñaranda,adalberto-penaranda,308801
Francis Coquelin,francis-coquelin,74869
Diego Mariño,diego-marino,59349
Ron Vlaar,ron-vlaar,30697
Tiago Pinto,tiago-pinto,63293
Sven Ulreich,sven-ulreich,40680
Abel Hernández,abel-hernandez,76608
Tomás Rincón,tomas-rincon,75942
Eric Bicfalvi,eric-bicfalvi,46504
Nuri Şahin,nuri-sahin,31095
Raúl Bobadilla,raul-bobadilla,51356
Gustavo Gómez,gustavo-gomez,215390
Alexander Mejía,alexander-mejia,77172
Michael Bradley,michael-bradley,30593
Ayoze Pérez,ayoze-perez,246968
Chancel Mbemba,chancel-mbemba,203348
Rubén Pardo,ruben-pardo,99352
Paul Verhaegh,paul-verhaegh,18021
João Moutinho,joao-moutinho,29364
Antonio Floro Flores,antonio-floro-flores,16893
Theodor Gebre Selassie,theodor-gebre-selassie,60632
Ronny Rodelin,ronny-rodelin,76055
Rubén Blanco,ruben-blanco,199321
Valentin Stocker,valentin-stocker,45178
Federico Viviani,federico-viviani,165900
Hilton,hilton,4811
Giovanni Simeone,giovanni-simeone,282388
Yoann Gourcuff,yoann-gourcuff,18912
Mark Uth,mark-uth,112935
Francisco Silva,francisco-silva,84870
Jardel,jardel,3625
Juanmi,juanmi,126737
Alexis Blin,alexis-blin,236041
Nolan Roux,nolan-roux,81460
Welthon,welthon,182462
Préjuce Nakoulma,prejuce-nakoulma,69246
Maximiliano Rodríguez,maximiliano-rodriguez,623947
Salomon Kalou,salomon-kalou,7971
Vincent Bessat,vincent-bessat,50142
Gino Peruzzi,gino-peruzzi,138110
Christophe Jallet,christophe-jallet,28335
Aderllan Santos,aderllan-santos,159142
Borja García,borja-garcia,67808
Juan Mercier,juan-mercier,54854
Jóhann Berg Gudmundsson,johann-berg-gudmundsson,89231
Felix Kroos,felix-kroos,31910
Matt Besler,matt-besler,105975
Kian Hansen,kian-hansen,91469
Osama Hawsawi,osama-hawsawi,86054
Mike Frantz,mike-frantz,30942
Darwin Quintero,darwin-quintero,55666
Daniel Villalva,daniel-villalva,85371
Edgar Benítez,edgar-benitez,90147
Osvaldo Martínez,osvaldo-martinez,73630
Nicola Rigoni,nicola-rigoni,61757
Javi Castellano,javi-castellano,65489
Eyong Enoh,eyong-enoh,47344
Vincent Manceau,vincent-manceau,83132
Gianluca Sansone,gianluca-sansone,84846
Ezequiel Luna,ezequiel-luna,77371
Johnathan,johnathan,100122
Quique,quique,259175
Jaime Romero,jaime-romero,81998
Harrison Afful,harrison-afful,65830
Sílvio,silvio,84511
Ashley Westwood,ashley-westwood,91317
Garath McCleary,garath-mccleary,69653
Maximiliano Caire,maximiliano-caire,79974
Emmanuel Imorou,emmanuel-imorou,74709
Luca Siligardi,luca-siligardi,86079
Stijn Wuytens,stijn-wuytens,60971
Mehdi Mostefa,mehdi-mostefa,80191
Igor Lewczuk,igor-lewczuk,63265
Ricardo Noir,ricardo-noir,74688
George Friend,george-friend,77544
David Yurchenko,david-yurchenko,57631
Rens van Eijden,rens-van-eijden,61846
Jair Pereira,jair-pereira,67192
Vladimir Granat,vladimir-granat,31068
Jorge Hernández,jorge-hernandez,118537
Luis Fuentes,luis-fuentes,70833
Hugo González,hugo-gonzalez,129031
Anders Konradsen,anders-konradsen,62013
Vítor Gomes,vitor-gomes,38780
Alexander Büttner,alexander-buttner,38003
Ezequiel Muñoz,ezequiel-munoz,75127
Raúl Fernández,raul-fernandez,54217
Hamdi Harbaoui,hamdi-harbaoui,49841
Roman Neustädter,roman-neustadter,40478
Levan Mchedlidze,levan-mchedlidze,56912
Kyle Bartley,kyle-bartley,67421
Henri Lansbury,henri-lansbury,44794
Joshua King,joshua-king,91059
Thomas Rogne,thomas-rogne,62086
Vegard Forren,vegard-forren,62054
Deniz Kadah,deniz-kadah,50413
Ørjan Nyland,orjan-nyland,73517
Javier Morales,javier-morales,30886
Dan Gosling,dan-gosling,44983
Marko Vejinović,marko-vejinovic,59594
Stefanos Athanasiadis,stefanos-athanasiadis,45970
Jordan Rhodes,jordan-rhodes,48950
Felipe,felipe,156501
Aurélien Collin,aurelien-collin,45155
Oliver Norwood,oliver-norwood,73547
Fábio Pacheco,fabio-pacheco,111200
Ömer Şişmanoğlu,omer-sismanoglu,50774
Alan Judge,alan-judge,42249
Vurnon Anita,vurnon-anita,30670
Mandla Masango,mandla-masango,56231
Martin Kelly,martin-kelly,78959
Georg Margreitter,georg-margreitter,51325
Barry Bannan,barry-bannan,61561
Fran Mérida,fran-merida,42920
Martin Hansen,martin-hansen,45601
Nacer Barazite,nacer-barazite,44787
Pål André Helland,pal-andre-helland,103567
Orlando Sá,orlando-sa,64535
Jamel Saihi,jamel-saihi,57449
Marcello Gazzola,marcello-gazzola,57643
Diego Vera,diego-vera,72657
Mahmut Tekdemir,mahmut-tekdemir,54177
Eros Pisano,eros-pisano,56609
Rúben Ribeiro,ruben-ribeiro,52480
Konstantin Vassiljev,konstantin-vassiljev,42812
David Stockdale,david-stockdale,67339
Alexander Gerndt,alexander-gerndt,45881
Maurício Ramos,mauricio-ramos,68803
Pierre Bengtsson,pierre-bengtsson,27321
Craig Cathcart,craig-cathcart,59606
Natxo Insa,natxo-insa,57808
Sam Vokes,sam-vokes,48078
Tommy Elphick,tommy-elphick,37152
Luis Robles,luis-robles,53046
Daniel Ciofani,daniel-ciofani,29605
Ryan Donk,ryan-donk,38414
Varela,varela,31316
Nicolas Frey,nicolas-frey,38591
Diego Biseswar,diego-biseswar,35884
Özer Hurmacı,ozer-hurmaci,45004
Claudemir,claudemir,68275
Gaëtan Bong,gaetan-bong,36291
Kévin Monnet-Paquet,kevin-monnet-paquet,44045
Tobias Sippel,tobias-sippel,31653
Haris Medunjanin,haris-medunjanin,30666
Tore Reginiussen,tore-reginiussen,41328
Mikael Lustig,mikael-lustig,36025
Lasse Nielsen,lasse-nielsen,42913
Daniel Larsson,daniel-larsson,27292
Welliton,welliton,45593
Dax McCarty,dax-mccarty,39479
Ritchie De Laet,ritchie-de-laet,55687
Kevin McDonald,kevin-mcdonald,36529
Sone Aluko,sone-aluko,42198
Federico Dionisi,federico-dionisi,119369
Veli Kavlak,veli-kavlak,29622
Mateus,mateus,813121
Onur Kaya,onur-kaya,33709
Ignacio Scocco,ignacio-scocco,51088
Marco Motta,marco-motta,30333
Cole Skuse,cole-skuse,48094
David Rodríguez,david-rodriguez,57950
Ukra,ukra,55994
Mehdi Lacen,mehdi-lacen,35539
Urby Emanuelson,urby-emanuelson,20586
Emmanuel Cascione,emmanuel-cascione,8206
Jonathan Fabbro,jonathan-fabbro,99175
Markus Suttner,markus-suttner,31514
Elkin Soto,elkin-soto,40937
Sami Allagui,sami-allagui,37013
Alex López,alex-lopez,926208
Yannick Cahuzac,yannick-cahuzac,44686
Alberto Rodríguez,alberto-rodriguez,30543
Nicklas Bendtner,nicklas-bendtner,34557
Nicolás Domingo,nicolas-domingo,39150
Semih Kaya,semih-kaya,60709
Jorge Ortiz,jorge-ortiz,55212
Cameron Jerome,cameron-jerome,35855
Taye Taiwo,taye-taiwo,28922
Olivier Veigneau,olivier-veigneau,31773
Tim Sparv,tim-sparv,13258
Adam Federici,adam-federici,4233
John Ruddy,john-ruddy,29712
Behrang Safari,behrang-safari,18807
Robert Almer,robert-almer,2950
Sébastien Pocognoli,sebastien-pocognoli,17804
Phil Bardsley,phil-bardsley,15773
Roland Lamah,roland-lamah,35035
Tim Hoogland,tim-hoogland,18833
Ilya Abaev,ilya-abaev,15569
Pablo Barrientos,pablo-barrientos,19946
Ben Watson,ben-watson,14081
Michu,michu,70789
Sébastien Bassong,sebastien-bassong,33951
Artur,artur,440658
Léo Matos,leo-matos,22378
Raffaele Palladino,raffaele-palladino,28855
Ken Reichel,ken-reichel,16831
Mark González,mark-gonzalez,21750
Benoît Assou-Ekotto,benoit-assou-ekotto,18310
Scott Carson,scott-carson,14555
Christophe Berra,christophe-berra,36602
Samuel Holmén,samuel-holmen,24379
Thomas Buffel,thomas-buffel,4377
Juninho,juninho,816137
Cristian Săpunaru,cristian-sapunaru,25942
Markel Bergara,markel-bergara,51426
Manuel Pasqual,manuel-pasqual,23284
Diego Barreto,diego-barreto,55858
Jorge Molina,jorge-molina,57825
Chad Marshall,chad-marshall,26841
Arnold Mvuemba,arnold-mvuemba,20622
Peter Utaka,peter-utaka,20360
Vladimir Bystrov,vladimir-bystrov,15647
Artem Rebrov,artem-rebrov,15680
Vitolo,vitolo,67082
Egemen Korkmaz,egemen-korkmaz,7319
Momo,momo,25319
Daryl Murphy,daryl-murphy,31312
Javier Gandolfi,javier-gandolfi,26242
Germán Denis,german-denis,30873
Maximiliano Velázquez,maximiliano-velazquez,54552
Cristian Molinaro,cristian-molinaro,21972
Aitor Sanz,aitor-sanz,71834
Rodrigo Braña,rodrigo-brana,56001
Verza,verza,26199
Alex Baptiste,alex-baptiste,16660
Yoshito Okubo,yoshito-okubo,27439
Darío Verón,dario-veron,51078
Jason Shackell,jason-shackell,11756
Yasuhito Endo,yasuhito-endo,27513
Remko Pasveer,remko-pasveer,25520
Roberto Vitiello,roberto-vitiello,22217
Edú,edutm,145538
Walter Erviti,walter-erviti,53583
Yann Jouffre,yann-jouffre,12508
Alessandro Rosina,alessandro-rosina,16902
Mounir El Hamdaoui,mounir-el-hamdaoui,21490
Michaël Ciani,michael-ciani,12906
Rubinho,rubinho,37598
Hakan Arıkan,hakan-arikan,16693
Laurent Pionnier,laurent-pionnier,5686
Sascha Riether,sascha-riether,1662
Charles Itandje,charles-itandje,5470
Jean-François Gillet,jean-francois-gillet,22149
Reto Ziegler,reto-ziegler,9915
Tom Starke,tom-starke,80
Claudio Terzi,claudio-terzi,16873
Tomasz Kuszczak,tomasz-kuszczak,1320
Craig Gordon,craig-gordon,12589
Rolando Bianchi,rolando-bianchi,20726
Boaz Myhill,boaz-myhill,3838
Florent Balmont,florent-balmont,5348
Nicolas Seube,nicolas-seube,22642
Stefano Mauri,stefano-mauri,6043
Alexander Farnerud,alexander-farnerud,10255
Santiago Silva,santiago-silva,7274
Rafael van der Vaart,rafael-van-der-vaart,4192
Kyle Beckerman,kyle-beckerman,26995
Roque Santa Cruz,roque-santa-cruz,215
Shunsuke Nakamura,shunsuke-nakamura,6069
Jérémy Perbet,jeremy-perbet,23966
Rafael Márquez,rafael-marquez,310484
Custódio,custodio,13862
Alexander Manninger,alexander-manninger,5278
Ashley Cole,ashley-cole,3182
Braga,braga,79128
Benjamin Nivet,benjamin-nivet,33927
David Pizarro,david-pizarro,5896
Giampiero Pinzi,giampiero-pinzi,5893
Wesley Lautoa,wesley-lautoa,154199
David Neres,david-neres,469822
Cengiz Ünder,cengiz-under,341647
